Texto,Precio_Kg,Precio_Lt
84 Hidalgo Francisco I. Madero ,18.10,9.77
84 Hidalgo Huasca de Ocampo ,18.10,9.77
84 Hidalgo Huehuetla ,18.10,9.77
84 Hidalgo Huichapan ,18.10,9.77
84 Hidalgo Ixmiquilpan ,18.10,9.77
84 Hidalgo Jacala de Ledezma ,18.10,9.77
84 Hidalgo Juárez Hidalgo ,18.10,9.77
84 Hidalgo La Misión ,18.10,9.77
84 Hidalgo Lolotla ,18.10,9.77
84 Hidalgo Metepec ,18.10,9.77
84 Hidalgo Metztitlán ,18.10,9.77
84 Hidalgo Mineral de la Reforma ,18.10,9.77
84 Hidalgo Mineral del Chico ,18.10,9.77
84 Hidalgo Mineral del Monte ,18.10,9.77
84 Hidalgo Mixquiahuala de Juárez ,18.10,9.77
84 Hidalgo Molango de Escamilla ,18.10,9.77
84 Hidalgo Nicolás Flores ,18.10,9.77
84 Hidalgo Nopala de Villagrán ,18.10,9.77
84 Hidalgo Omitlán de Juárez ,18.10,9.77
84 Hidalgo Pachuca de Soto ,18.10,9.77
84 Hidalgo Pacula ,18.10,9.77
84 Hidalgo Progreso de Obregón ,18.10,9.77
84 Hidalgo San Agustín Metzquititlán ,18.10,9.77
84 Hidalgo San Agustín Tlaxiaca ,18.10,9.77
84 Hidalgo San Bartolo Tutotepec ,18.10,9.77
84 Hidalgo San Salvador ,18.10,9.77
84 Hidalgo Santiago de Anaya ,18.10,9.77
84 Hidalgo Santiago Tulantepec de Lugo Guerrero ,18.10,9.77
84 Hidalgo Singuilucan ,18.10,9.77
84 Hidalgo Tasquillo ,18.10,9.77
84 Hidalgo Tenango de Doria ,18.10,9.77
84 Hidalgo Tepeapulco ,18.10,9.77
84 Hidalgo Tepeji del Río de Ocampo ,18.10,9.77
84 Hidalgo Tepetitlán ,18.10,9.77
84 Hidalgo Tetepango ,18.10,9.77
84 Hidalgo Tianguistengo ,18.10,9.77
84 Hidalgo Tlahuelilpan ,18.10,9.77
84 Hidalgo Tlahuiltepa ,18.10,9.77
84 Hidalgo Tlanalapa ,18.10,9.77
84 Hidalgo Tlaxcoapan ,18.10,9.77
84 Hidalgo Tula de Allende ,18.10,9.77
84 Hidalgo Tulancingo de Bravo ,18.10,9.77
84 Hidalgo Xochicoatlán ,18.10,9.77
84 Hidalgo Zacualtipán de Ángeles ,18.10,9.77
84 Hidalgo Zempoala ,18.10,9.77
84 Hidalgo Zimapán ,18.10,9.77
84 México Acambay de Ruíz Castañeda ,18.10,9.77
84 México Aculco ,18.10,9.77
84 México Amanalco ,18.10,9.77
84 México Atlacomulco ,18.10,9.77
84 México Chapa de Mota ,18.10,9.77
84 México El Oro ,18.10,9.77
84 México Jilotepec ,18.10,9.77
84 México Jocotitlán ,18.10,9.77
84 México Morelos ,18.10,9.77
84 México Polotitlán ,18.10,9.77
84 México San José del Rincón ,18.10,9.77
84 México Soyaniquilpan de Juárez ,18.10,9.77
84 México Temascalcingo ,18.10,9.77
84 México Timilpan ,18.10,9.77
84 México Villa del Carbón ,18.10,9.77
84 México Villa Victoria ,18.10,9.77
84 Puebla Honey ,18.10,9.77
84 Puebla Pahuatlán ,18.10,9.77
84 Puebla Tlacuilotepec ,18.10,9.77
84 Puebla Tlaxco ,18.10,9.77
84 Veracruz de Ignacio de la Llave Huayacocotla ,18.10,9.77
85 Hidalgo Tezontepec de Aldama ,19.35,10.45
86 Jalisco Arandas ,18.71,10.10
86 Jalisco Jesús María ,18.71,10.10
87 Jalisco Atotonilco el Alto ,18.74,10.12
87 Jalisco Ayotlán ,18.74,10.12
88 Jalisco Autlán de Navarro ,18.84,10.17
88 Jalisco Ayutla ,18.84,10.17
88 Jalisco Casimiro Castillo ,18.84,10.17
88 Jalisco Cuautla ,18.84,10.17
88 Jalisco Ejutla ,18.84,10.17
88 Jalisco El Grullo ,18.84,10.17
88 Jalisco El Limón ,18.84,10.17
88 Jalisco Unión de Tula ,18.84,10.17
88 Jalisco Villa Purificación ,18.84,10.17
89 Jalisco Cihuatlán ,18.65,10.07
89 Jalisco Cuautitlán de García Barragán ,18.65,10.07
89 Jalisco La Huerta ,18.65,10.07
90 Jalisco Atengo ,19.31,10.43
90 Jalisco Cocula ,19.31,10.43
90 Jalisco Juchitlán ,19.31,10.43
90 Jalisco Tecolotlán ,19.31,10.43
90 Jalisco Tenamaxtlán ,19.31,10.43
91 Jalisco Colotlán ,19.90,10.75
91 Jalisco Huejúcar ,19.90,10.75
91 Jalisco Santa María de los Ángeles ,19.90,10.75
92 Jalisco Ixtlahuacán de los Membrillos ,19.22,10.38
93 Jalisco Atenguillo ,19.42,10.49
93 Jalisco Mascota ,19.42,10.49
93 Jalisco Mixtlán ,19.42,10.49
93 Jalisco Puerto Vallarta ,19.42,10.49
93 Jalisco Talpa de Allende ,19.42,10.49
93 Nayarit Bahía de Banderas ,19.42,10.49
94 Jalisco Encarnación de Díaz ,18.96,10.24
94 Jalisco Jalostotitlán ,18.96,10.24
94 Jalisco San Juan de los Lagos ,18.96,10.24
95 Jalisco Cañadas de Obregón ,18.74,10.12
95 Jalisco San Ignacio Cerro Gordo ,18.74,10.12
95 Jalisco San Julián ,18.74,10.12
95 Jalisco San Miguel el Alto ,18.74,10.12
95 Jalisco Valle de Guadalupe ,18.74,10.12
96 Jalisco Teocaltiche ,18.84,10.17
96 Zacatecas Apulco ,18.84,10.17
96 Zacatecas Nochistlán de Mejía ,18.84,10.17
97 Jalisco Acatic ,18.75,10.13
97 Jalisco Tepatitlán de Morelos ,18.75,10.13
98 Jalisco Cabo Corrientes ,19.30,10.42
98 Jalisco Tomatlán ,19.30,10.42
99 Jalisco San Diego de Alejandría ,19.56,10.56
99 Jalisco Unión de San Antonio ,19.56,10.56
100 Jalisco Cuquío ,19.46,10.51
100 Jalisco Mexticacán ,19.46,10.51
100 Jalisco Yahualica de González Gallo ,19.46,10.51
101 Jalisco Acatlán de Juárez ,18.72,10.11
101 Jalisco Ahualulco de Mercado ,18.72,10.11
101 Jalisco Amacueca ,18.72,10.11
101 Jalisco Amatitán ,18.72,10.11
101 Jalisco Ameca ,18.72,10.11
101 Jalisco Atemajac de Brizuela ,18.72,10.11
101 Jalisco Atoyac ,18.72,10.11
101 Jalisco Chapala ,18.72,10.11
101 Jalisco Concepción de Buenos Aires ,18.72,10.11
101 Jalisco El Arenal ,18.72,10.11
101 Jalisco El Salto ,18.72,10.11
101 Jalisco Etzatlán ,18.72,10.11
101 Jalisco Guadalajara ,18.72,10.11
101 Jalisco Hostotipaquillo ,18.72,10.11
101 Jalisco Ixtlahuacán del Río ,18.72,10.11
101 Jalisco Jocotepec ,18.72,10.11
101 Jalisco Juanacatlán ,18.72,10.11
101 Jalisco La Manzanilla de la Paz ,18.72,10.11
101 Jalisco Magdalena ,18.72,10.11
101 Jalisco Mazamitla ,18.72,10.11
101 Jalisco Poncitlán ,18.72,10.11
101 Jalisco San Cristóbal de la Barranca ,18.72,10.11
101 Jalisco San Juanito de Escobedo ,18.72,10.11
101 Jalisco San Marcos ,18.72,10.11
101 Jalisco San Martín Hidalgo ,18.72,10.11
101 Jalisco San Pedro Tlaquepaque ,18.72,10.11
101 Jalisco Santa María del Oro ,18.72,10.11
101 Jalisco Tala ,18.72,10.11
101 Jalisco Tamazula de Gordiano ,18.72,10.11
101 Jalisco Techaluta de Montenegro ,18.72,10.11
101 Jalisco Teocuitatlán de Corona ,18.72,10.11
101 Jalisco Tequila ,18.72,10.11
101 Jalisco Teuchitlán ,18.72,10.11
101 Jalisco Tlajomulco de Zúñiga ,18.72,10.11
101 Jalisco Tonalá ,18.72,10.11
101 Jalisco Valle de Juárez ,18.72,10.11
101 Jalisco Villa Corona ,18.72,10.11
101 Jalisco Zacoalco de Torres ,18.72,10.11
101 Jalisco Zapopan ,18.72,10.11
101 Jalisco Zapotlán del Rey ,18.72,10.11
101 Michoacán de Ocampo Marcos Castellanos ,18.72,10.11
102 Jalisco Chiquilistlán ,18.72,10.11
102 Jalisco Gómez Farías ,18.72,10.11
102 Jalisco Pihuamo ,18.72,10.11
102 Jalisco San Gabriel ,18.72,10.11
102 Jalisco Sayula ,18.72,10.11
102 Jalisco Tapalpa ,18.72,10.11
102 Jalisco Tolimán ,18.72,10.11
102 Jalisco Tonaya ,18.72,10.11
102 Jalisco Tuxcacuesco ,18.72,10.11
102 Jalisco Tuxpan ,18.72,10.11
102 Jalisco Zapotiltic ,18.72,10.11
102 Jalisco Zapotitlán de Vadillo ,18.72,10.11
102 Jalisco Zapotlán el Grande ,18.72,10.11
103 Jalisco Zapotlanejo ,18.39,9.93
104 México Axapusco ,18.22,9.84
104 México Nopaltepec ,18.22,9.84
105 México Coyotepec ,18.34,9.90
105 México Huehuetoca ,18.34,9.90
105 México Teoloyucan ,18.34,9.90
106 México Isidro Fabela ,18.67,10.08
106 México Jilotzingo ,18.67,10.08
106 México Nicolás Romero ,18.67,10.08
107 México San Simón de Guerrero ,18.98,10.25
108 México Jaltenco ,18.49,9.98
108 México Tecámac ,18.49,9.98
108 México Teotihuacán ,18.49,9.98
108 México Tonanitla ,18.49,9.98
109 Guerrero Arcelia ,18.48,9.98
109 Guerrero Cutzamala de Pinzón ,18.48,9.98
109 Guerrero General Canuto A. Neri ,18.48,9.98
109 Guerrero Tlalchapa ,18.48,9.98
109 México Amatepec ,18.48,9.98
109 México Ixtapan del Oro ,18.48,9.98
109 México Luvianos ,18.48,9.98
109 México Otzoloapan ,18.48,9.98
109 México Santo Tomás ,18.48,9.98
109 México Tejupilco ,18.48,9.98
109 México Temascaltepec ,18.48,9.98
109 México Tlatlaya ,18.48,9.98
109 México Valle de Bravo ,18.48,9.98
109 México Zacazonapan ,18.48,9.98
110 Hidalgo Tolcayuca ,18.06,9.75
110 Hidalgo Villa de Tezontepec ,18.06,9.75
110 Hidalgo Zapotlán de Juárez ,18.06,9.75
110 México Temascalapa ,18.06,9.75
111 México Ayapango ,17.93,9.68
111 México Tenango del Aire ,17.93,9.68
112 México Almoloya de Juárez ,18.65,10.07
112 México Almoloya del Río ,18.65,10.07
112 México Atizapán ,18.65,10.07
112 México Calimaya ,18.65,10.07
112 México Capulhuac ,18.65,10.07
112 México Chapultepec ,18.65,10.07
112 México Coatepec Harinas ,18.65,10.07
112 México Ixtlahuaca ,18.65,10.07
112 México Jiquipilco ,18.65,10.07
112 México Joquicingo ,18.65,10.07
112 México Lerma ,18.65,10.07
112 México Malinalco ,18.65,10.07
112 México Metepec ,18.65,10.07
112 México Mexicaltzingo ,18.65,10.07
112 México Ocoyoacac ,18.65,10.07
112 México Ocuilan ,18.65,10.07
112 México Otzolotepec ,18.65,10.07
112 México Rayón ,18.65,10.07
112 México San Antonio la Isla ,18.65,10.07
112 México San Felipe del Progreso ,18.65,10.07
112 México San Mateo Atenco ,18.65,10.07
112 México Temoaya ,18.65,10.07
112 México Tenango del Valle ,18.65,10.07
112 México Texcalyacac ,18.65,10.07
112 México Tianguistenco ,18.65,10.07
112 México Toluca ,18.65,10.07
112 México Villa Guerrero ,18.65,10.07
112 México Xalatlaco ,18.65,10.07
112 México Xonacatlán ,18.65,10.07
112 México Zinacantepec ,18.65,10.07
113 Jalisco Jilotlán de los Dolores ,19.52,10.54
113 Jalisco Tecalitlán ,19.52,10.54
113 Michoacán de Ocampo Aguililla ,19.52,10.54
113 Michoacán de Ocampo Apatzingán ,19.52,10.54
113 Michoacán de Ocampo Arteaga ,19.52,10.54
113 Michoacán de Ocampo Buenavista ,19.52,10.54
113 Michoacán de Ocampo Churumuco ,19.52,10.54
113 Michoacán de Ocampo Coalcomán de Vázquez Pallares ,19.52,10.54
113 Michoacán de Ocampo Parácuaro ,19.52,10.54
113 Michoacán de Ocampo Tepalcatepec ,19.52,10.54
113 Michoacán de Ocampo Tumbiscatío ,19.52,10.54
114 Michoacán de Ocampo Contepec ,18.03,9.74
114 Michoacán de Ocampo Hidalgo ,18.03,9.74
114 Michoacán de Ocampo Maravatío ,18.03,9.74
114 Michoacán de Ocampo Tlalpujahua ,18.03,9.74
114 Michoacán de Ocampo Tuxpan ,18.03,9.74
115 Michoacán de Ocampo Carácuaro ,18.41,9.94
115 Michoacán de Ocampo Huetamo ,18.41,9.94
115 Michoacán de Ocampo Nocupétaro ,18.41,9.94
115 Michoacán de Ocampo San Lucas ,18.41,9.94
115 Michoacán de Ocampo Tiquicheo de Nicolás Romero ,18.41,9.94
116 Jalisco Degollado ,19.38,10.47
116 Jalisco Jamay ,19.38,10.47
116 Jalisco La Barca ,19.38,10.47
116 Jalisco Ocotlán ,19.38,10.47
116 Jalisco Tototlán ,19.38,10.47
116 Michoacán de Ocampo Briseñas ,19.38,10.47
116 Michoacán de Ocampo La Piedad ,19.38,10.47
116 Michoacán de Ocampo Numarán ,19.38,10.47
116 Michoacán de Ocampo Penjamillo ,19.38,10.47
116 Michoacán de Ocampo Tanhuato ,19.38,10.47
116 Michoacán de Ocampo Vista Hermosa ,19.38,10.47
116 Michoacán de Ocampo Yurécuaro ,19.38,10.47
117 Michoacán de Ocampo Lázaro Cárdenas ,19.15,10.34
118 Michoacán de Ocampo Cotija ,19.58,10.57
118 Michoacán de Ocampo Los Reyes ,19.58,10.57
118 Michoacán de Ocampo Peribán ,19.58,10.57
118 Michoacán de Ocampo Tancítaro ,19.58,10.57
118 Michoacán de Ocampo Tingüindín ,19.58,10.57
118 Michoacán de Ocampo Tocumbo ,19.58,10.57
119 Michoacán de Ocampo Acuitzio ,19.04,10.28
119 Michoacán de Ocampo Charo ,19.04,10.28
119 Michoacán de Ocampo Chucándiro ,19.04,10.28
119 Michoacán de Ocampo Copándaro ,19.04,10.28
119 Michoacán de Ocampo Huandacareo ,19.04,10.28
119 Michoacán de Ocampo Indaparapeo ,19.04,10.28
119 Michoacán de Ocampo Madero ,19.04,10.28
119 Michoacán de Ocampo Morelia ,19.04,10.28
119 Michoacán de Ocampo Morelos ,19.04,10.28
119 Michoacán de Ocampo Queréndaro ,19.04,10.28
119 Michoacán de Ocampo Tarímbaro ,19.04,10.28
119 Michoacán de Ocampo Tzitzio ,19.04,10.28
120 Michoacán de Ocampo Angamacutiro ,19.02,10.27
120 Michoacán de Ocampo Cherán ,19.02,10.27
120 Michoacán de Ocampo Coeneo ,19.02,10.27
120 Michoacán de Ocampo Erongarícuaro ,19.02,10.27
120 Michoacán de Ocampo Huaniqueo ,19.02,10.27
120 Michoacán de Ocampo Huiramba ,19.02,10.27
120 Michoacán de Ocampo Jiménez ,19.02,10.27
120 Michoacán de Ocampo Lagunillas ,19.02,10.27
120 Michoacán de Ocampo Nahuatzen ,19.02,10.27
120 Michoacán de Ocampo Panindícuaro ,19.02,10.27
120 Michoacán de Ocampo Paracho ,19.02,10.27
120 Michoacán de Ocampo Pátzcuaro ,19.02,10.27
120 Michoacán de Ocampo Quiroga ,19.02,10.27
120 Michoacán de Ocampo Tingambato ,19.02,10.27
120 Michoacán de Ocampo Tzintzuntzan ,19.02,10.27
120 Michoacán de Ocampo Zacapu ,19.02,10.27
120 Michoacán de Ocampo Ziracuaretiro ,19.02,10.27
121 Michoacán de Ocampo Churintzio ,19.53,10.55
121 Michoacán de Ocampo Purépero ,19.53,10.55
121 Michoacán de Ocampo Tlazazalca ,19.53,10.55
121 Michoacán de Ocampo Zináparo ,19.53,10.55
122 Michoacán de Ocampo Puruándiro ,19.24,10.39
123 Jalisco Quitupan ,19.02,10.27
123 Jalisco Tizapán el Alto ,19.02,10.27
123 Jalisco Tuxcueca ,19.02,10.27
123 Michoacán de Ocampo Cojumatlán de Régules ,19.02,10.27
123 Michoacán de Ocampo Jiquilpan ,19.02,10.27
123 Michoacán de Ocampo Pajacuarán ,19.02,10.27
123 Michoacán de Ocampo Sahuayo ,19.02,10.27
123 Michoacán de Ocampo Venustiano Carranza ,19.02,10.27
123 Michoacán de Ocampo Villamar ,19.02,10.27
124 Michoacán de Ocampo Aporo ,18.34,9.90
124 Michoacán de Ocampo Irimbo ,18.34,9.90
124 Michoacán de Ocampo Senguio ,18.34,9.90
125 Michoacán de Ocampo Ario ,18.96,10.24
125 Michoacán de Ocampo Gabriel Zamora ,18.96,10.24
125 Michoacán de Ocampo La Huacana ,18.96,10.24
125 Michoacán de Ocampo Múgica ,18.96,10.24
125 Michoacán de Ocampo Nuevo Urecho ,18.96,10.24
125 Michoacán de Ocampo Salvador Escalante ,18.96,10.24
125 Michoacán de Ocampo Tacámbaro ,18.96,10.24
125 Michoacán de Ocampo Turicato ,18.96,10.24
126 Michoacán de Ocampo Charapan ,19.45,10.50
126 Michoacán de Ocampo Nuevo Parangaricutiro ,19.45,10.50
126 Michoacán de Ocampo Taretan ,19.45,10.50
126 Michoacán de Ocampo Uruapan ,19.45,10.50
127 Michoacán de Ocampo Chavinda ,19.29,10.42
127 Michoacán de Ocampo Chilchota ,19.29,10.42
127 Michoacán de Ocampo Ecuandureo ,19.29,10.42
127 Michoacán de Ocampo Ixtlán ,19.29,10.42
127 Michoacán de Ocampo Jacona ,19.29,10.42
127 Michoacán de Ocampo Tangamandapio ,19.29,10.42
127 Michoacán de Ocampo Tangancícuaro ,19.29,10.42
127 Michoacán de Ocampo Zamora ,19.29,10.42
128 México Donato Guerra ,18.29,9.88
128 México Villa de Allende ,18.29,9.88
128 Michoacán de Ocampo Angangueo ,18.29,9.88
128 Michoacán de Ocampo Juárez ,18.29,9.88
128 Michoacán de Ocampo Jungapeo ,18.29,9.88
128 Michoacán de Ocampo Ocampo ,18.29,9.88
128 Michoacán de Ocampo Susupuato ,18.29,9.88
128 Michoacán de Ocampo Tuzantla ,18.29,9.88
128 Michoacán de Ocampo Zitácuaro ,18.29,9.88
129 Morelos Atlatlahucan ,18.08,9.76
129 Morelos Axochiapan ,18.08,9.76
129 Morelos Ayala ,18.08,9.76
129 Morelos Cuautla ,18.08,9.76
129 Morelos Hueyapan ,18.08,9.76
129 Morelos Jantetelco ,18.08,9.76
129 Morelos Jonacatepec de Leandro Valle ,18.08,9.76
129 Morelos Ocuituco ,18.08,9.76
129 Morelos Temoac ,18.08,9.76
129 Morelos Tepalcingo ,18.08,9.76
129 Morelos Tetela del Volcán ,18.08,9.76
129 Morelos Tlalnepantla ,18.08,9.76
129 Morelos Tlayacapan ,18.08,9.76
129 Morelos Totolapan ,18.08,9.76
129 Morelos Yecapixtla ,18.08,9.76
129 Morelos Zacualpan de Amilpas ,18.08,9.76
129 Puebla Acteopan ,18.08,9.76
129 Puebla Cohuecan ,18.08,9.76
129 Puebla Teotlalco ,18.08,9.76
129 Puebla Tepemaxalco ,18.08,9.76
130 Morelos Amacuzac ,18.26,9.86
130 Morelos Coatetelco ,18.26,9.86
130 Morelos Cuernavaca ,18.26,9.86
130 Morelos Emiliano Zapata ,18.26,9.86
130 Morelos Huitzilac ,18.26,9.86
130 Morelos Jiutepec ,18.26,9.86
130 Morelos Jojutla ,18.26,9.86
130 Morelos Mazatepec ,18.26,9.86
130 Morelos Miacatlán ,18.26,9.86
130 Morelos Puente de Ixtla ,18.26,9.86
130 Morelos Temixco ,18.26,9.86
130 Morelos Tepoztlán ,18.26,9.86
130 Morelos Tlaltizapán de Zapata ,18.26,9.86
130 Morelos Tlaquiltenango ,18.26,9.86
130 Morelos Xochitepec ,18.26,9.86
130 Morelos Xoxocotla ,18.26,9.86
130 Morelos Yautepec ,18.26,9.86
130 Morelos Zacatepec ,18.26,9.86
131 Jalisco Guachinango ,19.51,10.54
131 Jalisco San Sebastián del Oeste ,19.51,10.54
131 Nayarit Acaponeta ,19.51,10.54
131 Nayarit Ahuacatlán ,19.51,10.54
131 Nayarit Amatlán de Cañas ,19.51,10.54
131 Nayarit Compostela ,19.51,10.54
131 Nayarit Del Nayar ,19.51,10.54
131 Nayarit Huajicori ,19.51,10.54
131 Nayarit Ixtlán del Río ,19.51,10.54
131 Nayarit Jala ,19.51,10.54
131 Nayarit La Yesca ,19.51,10.54
131 Nayarit Rosamorada ,19.51,10.54
131 Nayarit Ruíz ,19.51,10.54
131 Nayarit San Blas ,19.51,10.54
131 Nayarit San Pedro Lagunillas ,19.51,10.54
131 Nayarit Santa María del Oro ,19.51,10.54
131 Nayarit Santiago Ixcuintla ,19.51,10.54
131 Nayarit Tecuala ,19.51,10.54
131 Nayarit Tepic ,19.51,10.54
131 Nayarit Tuxpan ,19.51,10.54
131 Nayarit Xalisco ,19.51,10.54
132 Nuevo León Allende ,18.42,9.95
132 Nuevo León Apodaca ,18.42,9.95
132 Nuevo León Cadereyta Jiménez ,18.42,9.95
132 Nuevo León Doctor González ,18.42,9.95
132 Nuevo León Guadalupe ,18.42,9.95
132 Nuevo León Juárez ,18.42,9.95
132 Nuevo León Pesquería ,18.42,9.95
132 Nuevo León Santiago ,18.42,9.95
133 Nuevo León Agualeguas ,18.36,9.91
133 Nuevo León Cerralvo ,18.36,9.91
133 Nuevo León General Treviño ,18.36,9.91
133 Nuevo León Los Aldamas ,18.36,9.91
133 Nuevo León Los Herreras ,18.36,9.91
133 Nuevo León Melchor Ocampo ,18.36,9.91
133 Nuevo León Parás ,18.36,9.91
134 Nuevo León Aramberri ,19.14,10.34
134 Nuevo León Doctor Arroyo ,19.14,10.34
134 Nuevo León General Zaragoza ,19.14,10.34
134 Nuevo León Mier y Noriega ,19.14,10.34
135 Nuevo León China ,18.56,10.02
135 Nuevo León Doctor Coss ,18.56,10.02
135 Nuevo León Galeana ,18.56,10.02
135 Nuevo León General Bravo ,18.56,10.02
135 Nuevo León General Terán ,18.56,10.02
135 Nuevo León Hualahuises ,18.56,10.02
135 Nuevo León Iturbide ,18.56,10.02
135 Nuevo León Linares ,18.56,10.02
135 Nuevo León Los Ramones ,18.56,10.02
135 Nuevo León Montemorelos ,18.56,10.02
135 Nuevo León Rayones ,18.56,10.02
135 Tamaulipas Burgos ,18.56,10.02
136 Nuevo León Abasolo ,18.65,10.07
136 Nuevo León Ciénega de Flores ,18.65,10.07
136 Nuevo León El Carmen ,18.65,10.07
136 Nuevo León García ,18.65,10.07
136 Nuevo León General Escobedo ,18.65,10.07
136 Nuevo León General Zuazua ,18.65,10.07
136 Nuevo León Hidalgo ,18.65,10.07
136 Nuevo León Higueras ,18.65,10.07
136 Nuevo León Marín ,18.65,10.07
136 Nuevo León Mina ,18.65,10.07
136 Nuevo León Monterrey ,18.65,10.07
136 Nuevo León Salinas Victoria ,18.65,10.07
136 Nuevo León San Nicolás de los Garza ,18.65,10.07
136 Nuevo León San Pedro Garza García ,18.65,10.07
136 Nuevo León Santa Catarina ,18.65,10.07
137 Nuevo León Bustamante ,18.50,9.99
137 Nuevo León Lampazos de Naranjo ,18.50,9.99
137 Nuevo León Sabinas Hidalgo ,18.50,9.99
137 Nuevo León Vallecillo ,18.50,9.99
137 Nuevo León Villaldama ,18.50,9.99
138 Oaxaca Asunción Cuyotepeji ,19.04,10.28
138 Oaxaca Fresnillo de Trujano ,19.04,10.28
138 Oaxaca Guadalupe de Ramírez ,19.04,10.28
138 Oaxaca Heroica Ciudad de Huajuapan de León ,19.04,10.28
"138 OaxacaHeroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca ",19.04,10.28
138 Oaxaca La Trinidad Vista Hermosa ,19.04,10.28
138 Oaxaca Mariscala de Juárez ,19.04,10.28
138 Oaxaca San Agustín Atenango ,19.04,10.28
138 Oaxaca San Andrés Dinicuiti ,19.04,10.28
138 Oaxaca San Antonino Monte Verde ,19.04,10.28
138 Oaxaca San Antonio Acutla ,19.04,10.28
138 Oaxaca San Cristóbal Suchixtlahuaca ,19.04,10.28
138 Oaxaca San Jerónimo Silacayoapilla ,19.04,10.28
138 Oaxaca San Jorge Nuchita ,19.04,10.28
138 Oaxaca San José Ayuquila ,19.04,10.28
138 Oaxaca San Juan Bautista Coixtlahuaca ,19.04,10.28
138 Oaxaca San Juan Ñumí ,19.04,10.28
138 Oaxaca San Lorenzo Victoria ,19.04,10.28
138 Oaxaca San Marcos Arteaga ,19.04,10.28
138 Oaxaca San Martín Zacatepec ,19.04,10.28
138 Oaxaca San Mateo Tlapiltepec ,19.04,10.28
138 Oaxaca San Miguel Amatitlán ,19.04,10.28
138 Oaxaca San Miguel Tequixtepec ,19.04,10.28
138 Oaxaca San Miguel Tulancingo ,19.04,10.28
138 Oaxaca San Nicolás Hidalgo ,19.04,10.28
138 Oaxaca San Pedro Nopala ,19.04,10.28
138 Oaxaca San Sebastián Nicananduta ,19.04,10.28
138 Oaxaca San Simón Zahuatlán ,19.04,10.28
138 Oaxaca Santa Cruz Tacache de Mina ,19.04,10.28
138 Oaxaca Santa Magdalena Jicotlán ,19.04,10.28
138 Oaxaca Santa María Camotlán ,19.04,10.28
138 Oaxaca Santa María Nativitas ,19.04,10.28
138 Oaxaca Santiago Ayuquililla ,19.04,10.28
138 Oaxaca Santiago Cacaloxtepec ,19.04,10.28
138 Oaxaca Santiago Huajolotitlán ,19.04,10.28
138 Oaxaca Santiago Miltepec ,19.04,10.28
138 Oaxaca Santiago Tepetlapa ,19.04,10.28
138 Oaxaca Santo Domingo Tonalá ,19.04,10.28
138 Oaxaca Santo Domingo Tonaltepec ,19.04,10.28
138 Oaxaca Santo Domingo Yodohino ,19.04,10.28
138 Oaxaca Santos Reyes Tepejillo ,19.04,10.28
138 Oaxaca Santos Reyes Yucuná ,19.04,10.28
138 Oaxaca Teotongo ,19.04,10.28
138 Oaxaca Villa de Chilapa de Díaz ,19.04,10.28
138 Oaxaca Villa de Tamazulápam del Progreso ,19.04,10.28
138 Oaxaca Villa Tejúpam de la Unión ,19.04,10.28
138 Oaxaca Zapotitlán Palmas ,19.04,10.28
139 Oaxaca Asunción Nochixtlán ,19.16,10.35
139 Oaxaca Chalcatongo de Hidalgo ,19.16,10.35
139 Oaxaca Heroica Ciudad de Tlaxiaco ,19.16,10.35
139 Oaxaca Magdalena Jaltepec ,19.16,10.35
139 Oaxaca Magdalena Peñasco ,19.16,10.35
139 Oaxaca Magdalena Yodocono de Porfirio Díaz ,19.16,10.35
139 Oaxaca Magdalena Zahuatlán ,19.16,10.35
139 Oaxaca San Agustín Tlacotepec ,19.16,10.35
139 Oaxaca San Andrés Lagunas ,19.16,10.35
139 Oaxaca San Andrés Sinaxtla ,19.16,10.35
139 Oaxaca San Antonio Sinicahua ,19.16,10.35
139 Oaxaca San Bartolo Soyaltepec ,19.16,10.35
139 Oaxaca San Bartolomé Yucuañe ,19.16,10.35
139 Oaxaca San Cristóbal Amoltepec ,19.16,10.35
139 Oaxaca San Esteban Atatlahuca ,19.16,10.35
139 Oaxaca San Francisco Cahuacuá ,19.16,10.35
139 Oaxaca San Francisco Chindúa ,19.16,10.35
139 Oaxaca San Francisco Jaltepetongo ,19.16,10.35
139 Oaxaca San Francisco Nuxaño ,19.16,10.35
139 Oaxaca San Jerónimo Sosola ,19.16,10.35
139 Oaxaca San Juan Achiutla ,19.16,10.35
139 Oaxaca San Juan Diuxi ,19.16,10.35
139 Oaxaca San Juan Mixtepec ,19.16,10.35
139 Oaxaca San Juan Sayultepec ,19.16,10.35
139 Oaxaca San Juan Teita ,19.16,10.35
139 Oaxaca San Juan Teposcolula ,19.16,10.35
139 Oaxaca San Juan Yucuita ,19.16,10.35
139 Oaxaca San Martín Huamelúlpam ,19.16,10.35
139 Oaxaca San Mateo Etlatongo ,19.16,10.35
139 Oaxaca San Mateo Peñasco ,19.16,10.35
139 Oaxaca San Mateo Sindihui ,19.16,10.35
139 Oaxaca San Mateo Yucutindoo ,19.16,10.35
139 Oaxaca San Miguel Achiutla ,19.16,10.35
139 Oaxaca San Miguel Chicahua ,19.16,10.35
139 Oaxaca San Miguel el Grande ,19.16,10.35
139 Oaxaca San Miguel Tecomatlán ,19.16,10.35
139 Oaxaca San Pablo Tijaltepec ,19.16,10.35
