Texto,Precio_Kg,Precio_Lt
139 Oaxaca San Pedro Coxcaltepec Cántaros ,19.16,10.35
139 Oaxaca San Pedro Mártir Yucuxaco ,19.16,10.35
139 Oaxaca San Pedro Molinos ,19.16,10.35
139 Oaxaca San Pedro Teozacoalco ,19.16,10.35
139 Oaxaca San Pedro Tidaá ,19.16,10.35
139 Oaxaca San Pedro Topiltepec ,19.16,10.35
139 Oaxaca San Pedro y San Pablo Teposcolula ,19.16,10.35
139 Oaxaca San Pedro Yucunama ,19.16,10.35
139 Oaxaca San Vicente Nuñú ,19.16,10.35
139 Oaxaca Santa Catarina Tayata ,19.16,10.35
139 Oaxaca Santa Catarina Ticuá ,19.16,10.35
139 Oaxaca Santa Catarina Yosonotú ,19.16,10.35
139 Oaxaca Santa Cruz Nundaco ,19.16,10.35
139 Oaxaca Santa Cruz Tacahua ,19.16,10.35
139 Oaxaca Santa Cruz Tayata ,19.16,10.35
139 Oaxaca Santa María Apazco ,19.16,10.35
139 Oaxaca Santa María Chachoápam ,19.16,10.35
139 Oaxaca Santa María del Rosario ,19.16,10.35
139 Oaxaca Santa María Nduayaco ,19.16,10.35
139 Oaxaca Santa María Tataltepec ,19.16,10.35
139 Oaxaca Santa María Yolotepec ,19.16,10.35
139 Oaxaca Santa María Yosoyúa ,19.16,10.35
139 Oaxaca Santiago Huauclilla ,19.16,10.35
139 Oaxaca Santiago Nejapilla ,19.16,10.35
139 Oaxaca Santiago Nundiche ,19.16,10.35
139 Oaxaca Santiago Tilantongo ,19.16,10.35
139 Oaxaca Santiago Tillo ,19.16,10.35
139 Oaxaca Santiago Yolomécatl ,19.16,10.35
139 Oaxaca Santiago Yosondúa ,19.16,10.35
139 Oaxaca Santo Domingo Ixcatlán ,19.16,10.35
139 Oaxaca Santo Domingo Tlatayápam ,19.16,10.35
139 Oaxaca Santo Domingo Yanhuitlán ,19.16,10.35
139 Oaxaca Yutanduchi de Guerrero ,19.16,10.35
140 Oaxaca Eloxochitlán de Flores Magón ,18.58,10.03
140 Oaxaca Huautepec ,18.58,10.03
140 Oaxaca Huautla de Jiménez ,18.58,10.03
140 Oaxaca San Antonio Nanahuatípam ,18.58,10.03
140 Oaxaca San Francisco Huehuetlán ,18.58,10.03
140 Oaxaca San Jerónimo Tecóatl ,18.58,10.03
140 Oaxaca San Juan de los Cués ,18.58,10.03
140 Oaxaca San Lorenzo Cuaunecuiltitla ,18.58,10.03
140 Oaxaca San Lucas Zoquiápam ,18.58,10.03
140 Oaxaca San Martín Toxpalan ,18.58,10.03
140 Oaxaca San Mateo Yoloxochitlán ,18.58,10.03
140 Oaxaca San Pedro Ocopetatillo ,18.58,10.03
140 Oaxaca Santa Ana Ateixtlahuaca ,18.58,10.03
140 Oaxaca Santa Cruz Acatepec ,18.58,10.03
140 Oaxaca Santa María Chilchotla ,18.58,10.03
140 Oaxaca Santa María la Asunción ,18.58,10.03
140 Oaxaca Santa María Teopoxco ,18.58,10.03
140 Oaxaca Santiago Texcalcingo ,18.58,10.03
140 Oaxaca Teotitlán de Flores Magón ,18.58,10.03
140 Oaxaca Concepción Pápalo ,18.58,10.03
140 Oaxaca Cuyamecalco Villa de Zaragoza ,18.58,10.03
140 Oaxaca Mazatlán Villa de Flores ,18.58,10.03
140 Oaxaca San Juan Bautista Cuicatlán ,18.58,10.03
140 Oaxaca San Juan Quiotepec ,18.58,10.03
140 Oaxaca San Juan Tepeuxila ,18.58,10.03
140 Oaxaca San Miguel Huautla ,18.58,10.03
140 Oaxaca San Miguel Santa Flor ,18.58,10.03
140 Oaxaca San Pablo Macuiltianguis ,18.58,10.03
140 Oaxaca San Pedro Jaltepetongo ,18.58,10.03
140 Oaxaca San Pedro Jocotipac ,18.58,10.03
140 Oaxaca San Pedro Yólox ,18.58,10.03
140 Oaxaca Santa Ana Cuauhtémoc ,18.58,10.03
140 Oaxaca Santa María Ixcatlán ,18.58,10.03
140 Oaxaca Santa María Pápalo ,18.58,10.03
140 Oaxaca Santa María Tecomavaca ,18.58,10.03
140 Oaxaca Santa María Texcatitlán ,18.58,10.03
140 Oaxaca Santiago Apoala ,18.58,10.03
140 Oaxaca Santiago Comaltepec ,18.58,10.03
140 Oaxaca Santos Reyes Pápalo ,18.58,10.03
140 Oaxaca Valerio Trujano ,18.58,10.03
141 Chiapas Arriaga ,19.19,10.36
141 Oaxaca Asunción Ixtaltepec ,19.19,10.36
141 Oaxaca Asunción Tlacolulita ,19.19,10.36
141 Oaxaca Chahuites ,19.19,10.36
141 Oaxaca Ciudad Ixtepec ,19.19,10.36
141 Oaxaca El Espinal ,19.19,10.36
141 Oaxaca Juchitán de Zaragoza ,19.19,10.36
141 Oaxaca Magdalena Tequisistlán ,19.19,10.36
141 Oaxaca Magdalena Tlacotepec ,19.19,10.36
141 Oaxaca Reforma de Pineda ,19.19,10.36
141 Oaxaca San Dionisio del Mar ,19.19,10.36
141 Oaxaca San Francisco del Mar ,19.19,10.36
141 Oaxaca San Francisco Ixhuatán ,19.19,10.36
141 Oaxaca San Miguel Chimalapa ,19.19,10.36
141 Oaxaca San Miguel Tenango ,19.19,10.36
141 Oaxaca San Pedro Comitancillo ,19.19,10.36
141 Oaxaca San Pedro Huamelula ,19.19,10.36
141 Oaxaca San Pedro Tapanatepec ,19.19,10.36
141 Oaxaca Santa María Ecatepec ,19.19,10.36
141 Oaxaca Santa María Jalapa del Marqués ,19.19,10.36
141 Oaxaca Santa María Mixtequilla ,19.19,10.36
141 Oaxaca Santa María Xadani ,19.19,10.36
141 Oaxaca Santiago Astata ,19.19,10.36
141 Oaxaca Santiago Laollaga ,19.19,10.36
141 Oaxaca Santiago Niltepec ,19.19,10.36
141 Oaxaca Santo Domingo Chihuitán ,19.19,10.36
141 Oaxaca Santo Domingo Ingenio ,19.19,10.36
141 Oaxaca Santo Domingo Tehuantepec ,19.19,10.36
141 Oaxaca Santo Domingo Zanatepec ,19.19,10.36
141 Oaxaca Unión Hidalgo ,19.19,10.36
142 Oaxaca El Barrio de la Soledad ,19.20,10.37
142 Oaxaca Guevea de Humboldt ,19.20,10.37
142 Oaxaca Matías Romero Avendaño ,19.20,10.37
142 Oaxaca San Juan Cotzocón ,19.20,10.37
142 Oaxaca San Juan Guichicovi ,19.20,10.37
142 Oaxaca San Juan Mazatlán ,19.20,10.37
142 Oaxaca Santa María Chimalapa ,19.20,10.37
142 Oaxaca Santa María Guienagati ,19.20,10.37
142 Oaxaca Santa María Petapa ,19.20,10.37
142 Oaxaca Santa María Totolapilla ,19.20,10.37
142 Oaxaca Santiago Lachiguiri ,19.20,10.37
142 Oaxaca Santiago Yaveo ,19.20,10.37
142 Oaxaca Santo Domingo Petapa ,19.20,10.37
142 Veracruz de Ignacio de la Llave Uxpanapa ,19.20,10.37
143 Oaxaca Ánimas Trujano ,19.10,10.31
143 Oaxaca Asunción Cacalotepec ,19.10,10.31
143 Oaxaca Asunción Ocotlán ,19.10,10.31
143 Oaxaca Ayoquezco de Aldama ,19.10,10.31
143 Oaxaca Ciénega de Zimatlán ,19.10,10.31
143 Oaxaca Coatecas Altas ,19.10,10.31
143 Oaxaca Cuilápam de Guerrero ,19.10,10.31
143 Oaxaca Guadalupe Etla ,19.10,10.31
143 Oaxaca Heroica Ciudad de Ejutla de Crespo ,19.10,10.31
143 Oaxaca La Compañía ,19.10,10.31
143 Oaxaca La Pe ,19.10,10.31
143 Oaxaca Magdalena Apasco ,19.10,10.31
143 Oaxaca Magdalena Mixtepec ,19.10,10.31
143 Oaxaca Magdalena Ocotlán ,19.10,10.31
143 Oaxaca Magdalena Teitipac ,19.10,10.31
143 Oaxaca Mixistlán de la Reforma ,19.10,10.31
143 Oaxaca Nazareno Etla ,19.10,10.31
143 Oaxaca Nuevo Zoquiápam ,19.10,10.31
143 Oaxaca Oaxaca de Juárez ,19.10,10.31
143 Oaxaca Ocotlán de Morelos ,19.10,10.31
143 Oaxaca Reyes Etla ,19.10,10.31
143 Oaxaca Rojas de Cuauhtémoc ,19.10,10.31
143 Oaxaca San Agustín Amatengo ,19.10,10.31
143 Oaxaca San Agustín de las Juntas ,19.10,10.31
143 Oaxaca San Agustín Etla ,19.10,10.31
143 Oaxaca San Agustín Yatareni ,19.10,10.31
143 Oaxaca San Andrés Huayápam ,19.10,10.31
143 Oaxaca San Andrés Ixtlahuaca ,19.10,10.31
143 Oaxaca San Andrés Nuxiño ,19.10,10.31
143 Oaxaca San Andrés Solaga ,19.10,10.31
143 Oaxaca San Andrés Yaá ,19.10,10.31
143 Oaxaca San Andrés Zabache ,19.10,10.31
143 Oaxaca San Andrés Zautla ,19.10,10.31
143 Oaxaca San Antonino Castillo Velasco ,19.10,10.31
143 Oaxaca San Antonino el Alto ,19.10,10.31
143 Oaxaca San Antonio de la Cal ,19.10,10.31
143 Oaxaca San Antonio Huitepec ,19.10,10.31
143 Oaxaca San Baltazar Chichicápam ,19.10,10.31
143 Oaxaca San Baltazar Yatzachi el Bajo ,19.10,10.31
143 Oaxaca San Bartolo Coyotepec ,19.10,10.31
143 Oaxaca San Bartolomé Quialana ,19.10,10.31
143 Oaxaca San Bartolomé Zoogocho ,19.10,10.31
143 Oaxaca San Bernardo Mixtepec ,19.10,10.31
143 Oaxaca San Cristóbal Lachirioag ,19.10,10.31
143 Oaxaca San Dionisio Ocotepec ,19.10,10.31
143 Oaxaca San Dionisio Ocotlán ,19.10,10.31
143 Oaxaca San Felipe Tejalápam ,19.10,10.31
143 Oaxaca San Francisco Lachigoló ,19.10,10.31
143 Oaxaca San Francisco Sola ,19.10,10.31
143 Oaxaca San Francisco Telixtlahuaca ,19.10,10.31
143 Oaxaca San Ildefonso Sola ,19.10,10.31
143 Oaxaca San Ildefonso Villa Alta ,19.10,10.31
143 Oaxaca San Jacinto Amilpas ,19.10,10.31
143 Oaxaca San Jacinto Tlacotepec ,19.10,10.31
143 Oaxaca San Jerónimo Taviche ,19.10,10.31
143 Oaxaca San Jerónimo Tlacochahuaya ,19.10,10.31
143 Oaxaca San José del Progreso ,19.10,10.31
143 Oaxaca San Juan Bautista Atatlahuca ,19.10,10.31
143 Oaxaca San Juan Bautista Guelache ,19.10,10.31
143 Oaxaca San Juan Bautista Jayacatlán ,19.10,10.31
143 Oaxaca San Juan Chilateca ,19.10,10.31
143 Oaxaca San Juan Comaltepec ,19.10,10.31
143 Oaxaca San Juan del Estado ,19.10,10.31
143 Oaxaca San Juan del Río ,19.10,10.31
143 Oaxaca San Juan Guelavía ,19.10,10.31
143 Oaxaca San Juan Juquila Mixes ,19.10,10.31
143 Oaxaca San Juan Juquila Vijanos ,19.10,10.31
143 Oaxaca San Juan Lachigalla ,19.10,10.31
143 Oaxaca San Juan Petlapa ,19.10,10.31
143 Oaxaca San Juan Tabaá ,19.10,10.31
143 Oaxaca San Juan Tamazola ,19.10,10.31
143 Oaxaca San Juan Teitipac ,19.10,10.31
143 Oaxaca San Juan Yaeé ,19.10,10.31
143 Oaxaca San Juan Yatzona ,19.10,10.31
143 Oaxaca San Lorenzo Albarradas ,19.10,10.31
143 Oaxaca San Lorenzo Cacaotepec ,19.10,10.31
143 Oaxaca San Lorenzo Texmelúcan ,19.10,10.31
143 Oaxaca San Lucas Quiaviní ,19.10,10.31
143 Oaxaca San Martín de los Cansecos ,19.10,10.31
143 Oaxaca San Martín Lachilá ,19.10,10.31
143 Oaxaca San Martín Tilcajete ,19.10,10.31
143 Oaxaca San Melchor Betaza ,19.10,10.31
143 Oaxaca San Miguel Aloápam ,19.10,10.31
143 Oaxaca San Miguel Amatlán ,19.10,10.31
143 Oaxaca San Miguel del Río ,19.10,10.31
143 Oaxaca San Miguel Ejutla ,19.10,10.31
143 Oaxaca San Miguel Mixtepec ,19.10,10.31
143 Oaxaca San Miguel Peras ,19.10,10.31
143 Oaxaca San Miguel Piedras ,19.10,10.31
143 Oaxaca San Miguel Tilquiápam ,19.10,10.31
143 Oaxaca San Miguel Yotao ,19.10,10.31
143 Oaxaca San Pablo Cuatro Venados ,19.10,10.31
143 Oaxaca San Pablo Etla ,19.10,10.31
143 Oaxaca San Pablo Huitzo ,19.10,10.31
143 Oaxaca San Pablo Huixtepec ,19.10,10.31
143 Oaxaca San Pablo Villa de Mitla ,19.10,10.31
143 Oaxaca San Pedro Apóstol ,19.10,10.31
143 Oaxaca San Pedro Ixtlahuaca ,19.10,10.31
143 Oaxaca San Pedro Mártir ,19.10,10.31
143 Oaxaca San Pedro Ocotepec ,19.10,10.31
143 Oaxaca San Pedro Quiatoni ,19.10,10.31
143 Oaxaca San Pedro Taviche ,19.10,10.31
143 Oaxaca San Pedro Totolápam ,19.10,10.31
143 Oaxaca San Pedro y San Pablo Ayutla ,19.10,10.31
143 Oaxaca San Raymundo Jalpan ,19.10,10.31
143 Oaxaca San Sebastián Abasolo ,19.10,10.31
143 Oaxaca San Sebastián Teitipac ,19.10,10.31
143 Oaxaca San Sebastián Tutla ,19.10,10.31
143 Oaxaca San Vicente Coatlán ,19.10,10.31
143 Oaxaca San Vicente Lachixío ,19.10,10.31
143 Oaxaca Santa Ana del Valle ,19.10,10.31
143 Oaxaca Santa Ana Tlapacoyan ,19.10,10.31
143 Oaxaca Santa Ana Yareni ,19.10,10.31
143 Oaxaca Santa Ana Zegache ,19.10,10.31
143 Oaxaca Santa Catarina Ixtepeji ,19.10,10.31
143 Oaxaca Santa Catarina Lachatao ,19.10,10.31
143 Oaxaca Santa Catarina Minas ,19.10,10.31
143 Oaxaca Santa Catarina Quiané ,19.10,10.31
143 Oaxaca Santa Cruz Amilpas ,19.10,10.31
143 Oaxaca Santa Cruz Mixtepec ,19.10,10.31
143 Oaxaca Santa Cruz Papalutla ,19.10,10.31
143 Oaxaca Santa Cruz Xoxocotlán ,19.10,10.31
143 Oaxaca Santa Gertrudis ,19.10,10.31
143 Oaxaca Santa Inés de Zaragoza ,19.10,10.31
143 Oaxaca Santa Inés del Monte ,19.10,10.31
143 Oaxaca Santa Inés Yatzeche ,19.10,10.31
143 Oaxaca Santa Lucía del Camino ,19.10,10.31
143 Oaxaca Santa Lucía Ocotlán ,19.10,10.31
143 Oaxaca Santa María Alotepec ,19.10,10.31
143 Oaxaca Santa María Atzompa ,19.10,10.31
143 Oaxaca Santa María Coyotepec ,19.10,10.31
143 Oaxaca Santa María del Tule ,19.10,10.31
143 Oaxaca Santa María Guelacé ,19.10,10.31
143 Oaxaca Santa María Lachixío ,19.10,10.31
143 Oaxaca Santa María Peñoles ,19.10,10.31
143 Oaxaca Santa María Sola ,19.10,10.31
143 Oaxaca Santa María Temaxcalapa ,19.10,10.31
143 Oaxaca Santa María Tepantlali ,19.10,10.31
143 Oaxaca Santa María Tlahuitoltepec ,19.10,10.31
143 Oaxaca Santa María Yalina ,19.10,10.31
143 Oaxaca Santa María Zaniza ,19.10,10.31
143 Oaxaca Santiago Apóstol ,19.10,10.31
143 Oaxaca Santiago Atitlán ,19.10,10.31
143 Oaxaca Santiago Choápam ,19.10,10.31
143 Oaxaca Santiago Lalopa ,19.10,10.31
143 Oaxaca Santiago Matatlán ,19.10,10.31
143 Oaxaca Santiago Nacaltepec ,19.10,10.31
143 Oaxaca Santiago Suchilquitongo ,19.10,10.31
143 Oaxaca Santiago Tenango ,19.10,10.31
143 Oaxaca Santiago Textitlán ,19.10,10.31
143 Oaxaca Santiago Tlazoyaltepec ,19.10,10.31
143 Oaxaca Santiago Zacatepec ,19.10,10.31
143 Oaxaca Santiago Zoochila ,19.10,10.31
143 Oaxaca Santo Domingo Nuxaá ,19.10,10.31
143 Oaxaca Santo Domingo Roayaga ,19.10,10.31
143 Oaxaca Santo Domingo Teojomulco ,19.10,10.31
143 Oaxaca Santo Domingo Tepuxtepec ,19.10,10.31
143 Oaxaca Santo Domingo Tomaltepec ,19.10,10.31
143 Oaxaca Santo Tomás Jalieza ,19.10,10.31
143 Oaxaca Santo Tomás Mazaltepec ,19.10,10.31
143 Oaxaca Soledad Etla ,19.10,10.31
143 Oaxaca Tamazulápam del Espíritu Santo ,19.10,10.31
143 Oaxaca Tanetze de Zaragoza ,19.10,10.31
143 Oaxaca Taniche ,19.10,10.31
143 Oaxaca Teococuilco de Marcos Pérez ,19.10,10.31
143 Oaxaca Teotitlán del Valle ,19.10,10.31
143 Oaxaca Tlacolula de Matamoros ,19.10,10.31
143 Oaxaca Tlalixtac de Cabrera ,19.10,10.31
143 Oaxaca Totontepec Villa de Morelos ,19.10,10.31
143 Oaxaca Trinidad Zaachila ,19.10,10.31
143 Oaxaca Villa de Etla ,19.10,10.31
143 Oaxaca Villa de Zaachila ,19.10,10.31
143 Oaxaca Villa Díaz Ordaz ,19.10,10.31
143 Oaxaca Villa Hidalgo ,19.10,10.31
143 Oaxaca Villa Sola de Vega ,19.10,10.31
143 Oaxaca Villa Talea de Castro ,19.10,10.31
143 Oaxaca Yaxe ,19.10,10.31
143 Oaxaca Zimatlán de Álvarez ,19.10,10.31
143 Oaxaca Nejapa de Madero ,19.10,10.31
143 Oaxaca San Bartolo Yautepec ,19.10,10.31
143 Oaxaca San Carlos Yautepec ,19.10,10.31
143 Oaxaca San Juan Lajarcia ,19.10,10.31
143 Oaxaca San Lucas Camotlán ,19.10,10.31
143 Oaxaca San Miguel Quetzaltepec ,19.10,10.31
143 Oaxaca Santa Ana Tavela ,19.10,10.31
143 Oaxaca Santa María Quiegolani ,19.10,10.31
143 Oaxaca Santiago Ixcuintepec ,19.10,10.31
143 Oaxaca San Jerónimo Coatlán ,19.10,10.31
143 Oaxaca San Pedro Juchatengo ,19.10,10.31
144 Oaxaca Salina Cruz ,18.63,10.06
144 Oaxaca San Blas Atempa ,18.63,10.06
144 Oaxaca San Mateo del Mar ,18.63,10.06
144 Oaxaca San Pedro Huilotepec ,18.63,10.06
145 Oaxaca Acatlán de Pérez Figueroa ,19.23,10.38
145 Oaxaca Ayotzintepec ,19.23,10.38
145 Oaxaca Loma Bonita ,19.23,10.38
145 Oaxaca San Andrés Teotilálpam ,19.23,10.38
145 Oaxaca San Bartolomé Ayautla ,19.23,10.38
145 Oaxaca San Felipe Jalapa de Díaz ,19.23,10.38
145 Oaxaca San Felipe Usila ,19.23,10.38
145 Oaxaca San Francisco Chapulapa ,19.23,10.38
145 Oaxaca San José Chiltepec ,19.23,10.38
145 Oaxaca San José Independencia ,19.23,10.38
145 Oaxaca San José Tenango ,19.23,10.38
145 Oaxaca San Juan Bautista Tlacoatzintepec ,19.23,10.38
145 Oaxaca San Juan Bautista Tuxtepec ,19.23,10.38
145 Oaxaca San Juan Bautista Valle Nacional ,19.23,10.38
145 Oaxaca San Juan Coatzóspam ,19.23,10.38
145 Oaxaca San Lucas Ojitlán ,19.23,10.38
145 Oaxaca San Miguel Soyaltepec ,19.23,10.38
145 Oaxaca San Pedro Ixcatlán ,19.23,10.38
145 Oaxaca San Pedro Sochiápam ,19.23,10.38
145 Oaxaca San Pedro Teutila ,19.23,10.38
145 Oaxaca Santa María Jacatepec ,19.23,10.38
145 Oaxaca Santa María Tlalixtac ,19.23,10.38
145 Oaxaca Abejones ,19.23,10.38
145 Oaxaca Capulálpam de Méndez ,19.23,10.38
145 Oaxaca Chiquihuitlán de Benito Juárez ,19.23,10.38
145 Oaxaca Guelatao de Juárez ,19.23,10.38
145 Oaxaca Ixtlán de Juárez ,19.23,10.38
145 Oaxaca Natividad ,19.23,10.38
145 Oaxaca San Francisco Cajonos ,19.23,10.38
145 Oaxaca San Juan Atepec ,19.23,10.38
145 Oaxaca San Juan Chicomezúchil ,19.23,10.38
145 Oaxaca San Juan Evangelista Analco ,19.23,10.38
145 Oaxaca San Juan Lalana ,19.23,10.38
145 Oaxaca San Mateo Cajonos ,19.23,10.38
145 Oaxaca San Pablo Yaganiza ,19.23,10.38
145 Oaxaca San Pedro Cajonos ,19.23,10.38
145 Oaxaca San Pedro Yaneri ,19.23,10.38
145 Oaxaca Santa María Jaltianguis ,19.23,10.38
145 Oaxaca Santa María Yavesía ,19.23,10.38
145 Oaxaca Santiago Camotlán ,19.23,10.38
145 Oaxaca Santiago Jocotepec ,19.23,10.38
145 Oaxaca Santiago Laxopa ,19.23,10.38
145 Oaxaca Santiago Xiacuí ,19.23,10.38
145 Oaxaca Santo Domingo Albarradas ,19.23,10.38
145 Oaxaca Santo Domingo Xagacía ,19.23,10.38
145 Veracruz de Ignacio de la Llave Carlos A. Carrillo ,19.23,10.38
145 Veracruz de Ignacio de la Llave Chacaltianguis ,19.23,10.38
145 Veracruz de Ignacio de la Llave Cosamaloapan de Carpio ,19.23,10.38
145 Veracruz de Ignacio de la Llave Cotaxtla ,19.23,10.38
145 Veracruz de Ignacio de la Llave Isla ,19.23,10.38
145 Veracruz de Ignacio de la Llave Ixmatlahuacan ,19.23,10.38
145 Veracruz de Ignacio de la Llave José Azueta ,19.23,10.38
145 Veracruz de Ignacio de la Llave Juan Rodríguez Clara ,19.23,10.38
145 Veracruz de Ignacio de la Llave Otatitlán ,19.23,10.38
145 Veracruz de Ignacio de la Llave Playa Vicente ,19.23,10.38
145 Veracruz de Ignacio de la Llave Santiago Sochiapan ,19.23,10.38
145 Veracruz de Ignacio de la Llave Tierra Blanca ,19.23,10.38
145 Veracruz de Ignacio de la Llave Tlacojalpan ,19.23,10.38
145 Veracruz de Ignacio de la Llave Tres Valles ,19.23,10.38
145 Veracruz de Ignacio de la Llave Tuxtilla ,19.23,10.38
146 Oaxaca Candelaria Loxicha ,19.33,10.44
146 Oaxaca Pluma Hidalgo ,19.33,10.44
146 Oaxaca San Agustín Loxicha ,19.33,10.44
146 Oaxaca San Bartolomé Loxicha ,19.33,10.44
146 Oaxaca San Francisco Ozolotepec ,19.33,10.44
146 Oaxaca San Juan Ozolotepec ,19.33,10.44
146 Oaxaca San Mateo Piñas ,19.33,10.44
146 Oaxaca San Miguel del Puerto ,19.33,10.44
146 Oaxaca San Miguel Suchixtepec ,19.33,10.44
146 Oaxaca San Pedro el Alto ,19.33,10.44
146 Oaxaca San Pedro Pochutla ,19.33,10.44
146 Oaxaca Santa María Huatulco ,19.33,10.44
146 Oaxaca Santiago Xanica ,19.33,10.44
147 Oaxaca Mártires de Tacubaya ,19.77,10.68
147 Oaxaca Pinotepa de Don Luis ,19.77,10.68
147 Oaxaca San Andrés Huaxpaltepec ,19.77,10.68
147 Oaxaca San José Estancia Grande ,19.77,10.68
147 Oaxaca San Juan Bautista Lo de Soto ,19.77,10.68
147 Oaxaca San Juan Colorado ,19.77,10.68
147 Oaxaca San Lorenzo ,19.77,10.68
147 Oaxaca San Miguel Tlacamama ,19.77,10.68
147 Oaxaca San Pedro Atoyac ,19.77,10.68
147 Oaxaca San Pedro Jicayán ,19.77,10.68
147 Oaxaca San Sebastián Ixcapa ,19.77,10.68
147 Oaxaca Santa María Cortijo ,19.77,10.68
147 Oaxaca Santa María Huazolotitlán ,19.77,10.68
147 Oaxaca Santiago Llano Grande ,19.77,10.68
147 Oaxaca Santiago Pinotepa Nacional ,19.77,10.68
147 Oaxaca Santiago Tapextla ,19.77,10.68
147 Oaxaca Santo Domingo Armenta ,19.77,10.68
148 Oaxaca San Nicolás ,19.46,10.51
148 Oaxaca San Simón Almolongas ,19.46,10.51
148 Oaxaca Santa Cruz Xitla ,19.46,10.51
148 Oaxaca Yogana ,19.46,10.51
148 Oaxaca Miahuatlán de Porfirio Díaz ,19.46,10.51
148 Oaxaca Monjas ,19.46,10.51
148 Oaxaca San Andrés Paxtlán ,19.46,10.51
148 Oaxaca San Baltazar Loxicha ,19.46,10.51
148 Oaxaca San Cristóbal Amatlán ,19.46,10.51
148 Oaxaca San Francisco Logueche ,19.46,10.51
148 Oaxaca San Ildefonso Amatlán ,19.46,10.51
148 Oaxaca San José del Peñasco ,19.46,10.51
148 Oaxaca San José Lachiguiri ,19.46,10.51
148 Oaxaca San Juan Mixtepec ,19.46,10.51
148 Oaxaca San Luis Amatlán ,19.46,10.51
148 Oaxaca San Marcial Ozolotepec ,19.46,10.51
148 Oaxaca San Mateo Río Hondo ,19.46,10.51
148 Oaxaca San Miguel Coatlán ,19.46,10.51
148 Oaxaca San Pablo Coatlán ,19.46,10.51
148 Oaxaca San Pedro Mártir Quiechapa ,19.46,10.51
148 Oaxaca San Pedro Mixtepec ,19.46,10.51
148 Oaxaca San Sebastián Río Hondo ,19.46,10.51
148 Oaxaca Santa Ana ,19.46,10.51
148 Oaxaca Santa Catalina Quierí ,19.46,10.51
148 Oaxaca Santa Catarina Cuixtla ,19.46,10.51
148 Oaxaca Santa Catarina Loxicha ,19.46,10.51
148 Oaxaca Santa Catarina Quioquitani ,19.46,10.51
148 Oaxaca Santa Lucía Miahuatlán ,19.46,10.51
148 Oaxaca Santa María Colotepec ,19.46,10.51
148 Oaxaca Santa María Ozolotepec ,19.46,10.51
148 Oaxaca Santa María Tonameca ,19.46,10.51
148 Oaxaca Santa María Zoquitlán ,19.46,10.51
148 Oaxaca Santo Domingo de Morelos ,19.46,10.51
148 Oaxaca Santo Domingo Ozolotepec ,19.46,10.51
148 Oaxaca Santo Tomás Tamazulapan ,19.46,10.51
148 Oaxaca Sitio de Xitlapehua ,19.46,10.51
148 Oaxaca La Reforma ,19.46,10.51
148 Oaxaca San Agustín Chayuco ,19.46,10.51
148 Oaxaca San Andrés Cabecera Nueva ,19.46,10.51
148 Oaxaca San Gabriel Mixtepec ,19.46,10.51
148 Oaxaca San Juan Lachao ,19.46,10.51
148 Oaxaca San Juan Quiahije ,19.46,10.51
148 Oaxaca San Miguel Panixtlahuaca ,19.46,10.51
148 Oaxaca San Pedro Mixtepec ,19.46,10.51
148 Oaxaca San Sebastián Coatlán ,19.46,10.51
148 Oaxaca Santa Catarina Juquila ,19.46,10.51
148 Oaxaca Santa Catarina Mechoacán ,19.46,10.51
148 Oaxaca Santa Cruz Itundujia ,19.46,10.51
148 Oaxaca Santa Cruz Zenzontepec ,19.46,10.51
148 Oaxaca Santa María Temaxcaltepec ,19.46,10.51
148 Oaxaca Santiago Amoltepec ,19.46,10.51
148 Oaxaca Santiago Ixtayutla ,19.46,10.51
148 Oaxaca Santiago Jamiltepec ,19.46,10.51
148 Oaxaca Santiago Minas ,19.46,10.51
148 Oaxaca Santiago Tetepec ,19.46,10.51
148 Oaxaca Santiago Yaitepec ,19.46,10.51
148 Oaxaca Santos Reyes Nopala ,19.46,10.51
148 Oaxaca Tataltepec de Valdés ,19.46,10.51
148 Oaxaca Villa de Tututepec ,19.46,10.51
149 Guerrero Xochihuehuetlán ,18.86,10.18
149 Oaxaca San Andrés Tepetlapa ,18.86,10.18
149 Oaxaca San Juan Cieneguilla ,18.86,10.18
149 Oaxaca San Mateo Nejápam ,18.86,10.18
149 Oaxaca Zapotitlán Lagunas ,18.86,10.18
149 Puebla Acatlán ,18.86,10.18
149 Puebla Ahuehuetitla ,18.86,10.18
149 Puebla Albino Zertuche ,18.86,10.18
149 Puebla Axutla ,18.86,10.18
149 Puebla Chigmecatitlán ,18.86,10.18
149 Puebla Chila ,18.86,10.18
149 Puebla Chila de la Sal ,18.86,10.18
149 Puebla Chinantla ,18.86,10.18
149 Puebla Coatzingo ,18.86,10.18
149 Puebla Coyotepec ,18.86,10.18
149 Puebla Cuayuca de Andrade ,18.86,10.18
149 Puebla Guadalupe ,18.86,10.18
149 Puebla Ixcaquixtla ,18.86,10.18
149 Puebla Juan N. Méndez ,18.86,10.18
149 Puebla Petlalcingo ,18.86,10.18
149 Puebla Piaxtla ,18.86,10.18
149 Puebla San Jerónimo Xayacatlán ,18.86,10.18
149 Puebla San Miguel Ixitlán ,18.86,10.18
149 Puebla San Pablo Anicano ,18.86,10.18
149 Puebla San Pedro Yeloixtlahuaca ,18.86,10.18
149 Puebla Santa Catarina Tlaltempan ,18.86,10.18
